Date,Job_title,Job_type,Salary,Hours,Description,Link
"Jul 17, 2025","['GA4', 'Data Analyst', 'Analyst']",Full Time,$1500 - $2000,TBD,"Data Analyst - GA4 Expert
Salary Range (Full-time): $1500 - $2000
Full time Preferred working hours from 9 a.m. to 5 p.m. US Eastern Time

Company Overview
Confidential U.S. design-tech startup (25+ person team) is a fast-growing landscape architecture company based in Fairfax, Virginia. We pair homeowners across the United States with top-tier landscape architects, designers, and horticulture specialists to create beautiful, sustainable outdoor spaces—completely online. Our platform delivers 2D plans, photo-realistic 3D renders, and contractor referrals in one seamless experience. Backed by thousands of completed projects and national press coverage, we are transforming how people design and build their dream yards.

About the Role
We are seeking an experienced Data Analyst to join our team as an exclusive partner in driving our data strategy forward. This role offers the opportunity to work with cutting-edge analytics tools, collaborate with leadership teams, and directly impact business decisions through comprehensive data analysis and reporting.

This is a long-term, part-time Independent Contractor role requiring exclusive commitment to our company. Preferred working hours are 9 a.m.–5 p.m. US Eastern Time.

Key Responsibilities
Design, develop, and maintain comprehensive dashboards and reports using Power BI
Implement and optimize Google Analytics 4 (GA4) tracking and reporting strategies
Analyze website traffic, user behavior, and conversion metrics to identify trends and opportunities
Create automated reporting solutions and data visualization tools for stakeholders
Conduct deep-dive analysis on customer journeys, marketing performance, and business KPIs
Collaborate with marketing, sales, and product teams to define and track key performance indicators
Develop data models and forecasting algorithms to support strategic planning
Ensure data accuracy, integrity, and consistency across all reporting platforms
Provide actionable recommendations based on data analysis to improve business performance
Train tea ---------- mbers on data interpretation and best practices for data-driven decision making

Mandatory Criteria
Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, or related field
(A MUST!) Minimum 5 years of professional experience in data analysis and business intelligence
(A MUST!) Expert-level proficiency in Google Analytics 4 (GA4) including advanced configuration, custom reporting, and analysis
(A MUST!) Advanced expertise in Microsoft Power BI including DAX, Power Query, and complex dashboard development
Strong proficiency in SQL for data extraction, manipulation, and analysis
Experience with statistical analysis and data modeling techniques
Proven track record of creating executive-level reports and presentations
Strong understanding of digital marketing metrics and e-commerce analytics
(A MUST!) Ability to work exclusively with our company without other client commitments
Excellent communication skills with ability to present complex data insights to non-technical stakeholders
Reliable internet connection and ability to work during US Eastern Time business hours

Nice-to-Haves
Experience with additional analytics platforms including Adobe Analytics, Mixpanel, or Amplitude
Proficiency in programming languages such as Python, R, or JavaScript
Knowledge of data visualization tools like Tableau, Looker, or Qlik
Experience with Google Tag Manager and advanced tracking implementations
Familiarity with cloud platforms (Azure, AWS, Google Cloud) and their data services
Understanding of A/B testing methodologies and statistical significance
Experience with machine learning algorithms and predictive modeling
Knowledge of data warehouse concepts and ETL processes
Certification in Google Analytics, Power BI, or other relevant platforms
Experience with customer segmentation and cohort analysis
Understanding of privacy regulations (GDPR, CCPA) and their impact on data collection

Ideal Attributes for Success
Analytically Rigorous – Approaches problems with scientific methodology and statistical precision
Strategic Thinker – Connects data insights to broader business objectives and opportunities
Detail-Oriented – Ensures accuracy and reliability in all data analysis and reporting
Proactive Communicator – Translates complex data findings into clear, actionable business recommendations
Continuous Learner – Stays current with analytics trends, platform updates, and industry best practices
Collaborative Partner – Works effectively with cross-functional teams while maintaining exclusive focus
Results-Driven – Focuses on delivering measurable business impact through data insights

Remote Work Setup Requirements
Dedicated workspace with reliable, high-speed internet connection
Professional computer setup capable of running advanced analytics software efficiently
Access to necessary analytics tools and software subscriptions
Quiet environment suitable for video calls and focused analytical work
Backup internet connection or mobile hotspot for emergencies
Professional communication setup (quality webcam, microphone, and lighting for video calls)
Ability to maintain strict confidentiality and security of business data and analytics

How to Apply
- Reply with your cover letter explaining why you're the right person for this role, attaching:
- Updated resume highlighting relevant data analysis experience and GA4/Power BI expertise
- Portfolio showcasing advanced Power BI dashboards and GA4 reporting examples",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-GA4-Expert-1419431
"Jul 17, 2025","['Marketing', 'Data Analyst', 'Analyst', 'Market']",Full Time,1000,40,"We are looking for a Marketing Data Analyst to join our team and help turn raw marketing data into meaningful insights. Your main responsibility will be to gather data from various marketing platforms (Google Ads, Facebook Ads, Klaviyo, GA4, etc.), organize it into standardized templates, and provide weekly and monthly reports that highlight trends, performance insights, and growth opportunities.

This is a long-term, stable position with room to grow in a fast-moving e-commerce company based in the U.S.

Key Responsibilities:

Extract and organize marketing performance data from multiple platforms.

Input data into a reporting template (usually Google Sheets or Excel).

Provide Week-over-Week and Month-over-Month comparisons.

Analyze trends and highlight what’s working and what’s not.

Identify opportunities to scale winning campaigns or cut back underperforming ones.

Deliver actionable insights to the team in a clear, visual, and easy-to-understand way.

Help maintain clean, consistent, and accurate data across all reports.

Tools You Will Use:

Google Ads, Facebook/Meta Ads Manager, Klaviyo, Google Analytics 4

Google Sheets / Microsoft Excel

(Bonus) Looker Studio or other BI/reporting tools

Qualifications:

At least 2 years experience in a marketing data, reporting, or analytics role.

Strong skills in Google Sheets/Excel (formulas, pivot tables, charts, etc.).

Comfortable working with large data sets and multi-channel data sources.

Strong English communication skills — both written and verbal.

Ability to spot trends, explain data clearly, and recommend next steps.

Reliable internet connection and backup power are required.

Bonus Skills (not required, but a plus):

Experience with automation (Google Apps Script, Zapier, Supermetrics)

Knowledge of paid media strategy or digital marketing

Familiarity with U.S. time zones or previous experience working with a U.S. team",https://www.onlinejobs.ph/jobseekers/job/Marketing-Data-Analyst-1424710
"Jul 14, 2025","['SEO', 'SEO']",Any,"Up to 200,000 PHP per Month for Full-...",40,"We are looking for someone to help assist our marketing team at Rupa Health.

---------- /

*****Must Know SEO and Webflow***

Our company, Rupa Health, a small team backed by top investors and advisors in Silicon Valley, is growing super quickly and we're looking for a full time data analyst to help our growth team.

Your work will directly impact the health and quality of life of integrative medicine practitioners and patients around the world, and you'll work as part of our Customer Support team. We're the largest team in the company and growing quickly!

Ideal Candidate:
-Extremely good English - fluent
-Knows UX/UI Design
-Knows how to use Figma
-Good at critical thinking
-Positive, Fun, and Upbeat

When you apply please submit the following:
-Resume
-Design Portfolio
-Why you want to work with us

A little about Rupa - The future is personalized, root cause healthcare.

Rupa makes lab testing simple. We turn an archaic 15 hour-a-week process into a delightful 15 min task for practitioners ordering lab testing for their patients.

Lab testing is the key to a more personalized and holistic approach to medicine, and Rupa is paving the way with critical infrastructure for this next generation of healthcare. Through Rupa, practitioners can order testing not available through the average hospital, such as DNA testing, microbiome testing, advanced fertility and hormone testing, and more.

This comprehensive and personalized approach to healthcare is the missing piece for the millions of people suffering from complex, chronic health conditions. Rather than band-aid solutions, our providers strive to understand, diagnose, and treat the root cause of people’s health issues. At Rupa, we are building the infrastructure to make this root-cause approach the standard of care for every person on the planet. ????

Starting with lab testing, Rupa is bringing tools and resources to trailblazing practitioners who are practicing medicine in a way that truly helps people get well.

Our Supporters - We're grateful to be backed by world class investors and advisors.

We’re backed by and work closely with our world class investors: ****First Round Capital, Floodgate (Mike Maples), SV Angel (Ron Conway), Lachy Groom, Trae Vassallo (Defy), healthcare domain experts, former founders with successful exits, the product brains behind Gmail, Facebook ---------- , Dropbox, and more.

We’re also fortunate to be advised by the best in the industry, including the Head of Health and co-founder of IDEO, the co-founder of Honor HomeCare, domain experts with backgrounds from Harvard, Stanford, MIT, Johns Hopkins, and more.

We’ve been growing like crazy over the past year, with exponential month-over-month growth. To help fuel this rapid growth we’ve recently closed a round from First Round Capital, one of the top venture capital firms in the world.

A company is only as good as its people, and so we’re looking for an Onboarding Manager who can join us on this fast-paced journey.",https://www.onlinejobs.ph/jobseekers/job/SEO-Webflow-Expert-1105824
"Jul 14, 2025","['Dental', 'Analyst', 'Revenue']",Any,260,20,"We are a fast-paced, growing dental practice in Australia seeking a detail-oriented Data & Revenue Analyst to join our remote team. This role is ideal for someone with a background in finance, account keeping, or data entry who is confident reviewing treatment and revenue data regularly to ensure accuracy, consistency, and completeness.

You’ll work closely with our owner and admin team to ensure our numbers tell the true story of the practice’s performance.

Key Responsibilities:
Review and cross-check daily and weekly treatment numbers (pulled from dental software reports)
Monitor revenue figures against scheduled appointments and payments received
Identify and flag missing or inconsistent data entries
Reconcile revenue records with bank feed and practice management reports
Assist with basic account keeping in Xero (reconciliation, invoice entry, payment matching)
Maintain Google Sheets trackers and dashboards for ongoing reporting
Provide weekly summary reports of findings and performance trends
Support monthly reporting for BAS preparation (no need to lodge — just prep)

Tools We Use:
Google Sheets/Excel (must be very comfortable)
Xero (basic level — training can be provided)
Dental practice software (experience ideal but not required)
Google Drive
WhatsApp for communication

Skills and Attributes:
Strong numerical and analytical skills
High attention to detail
Excellent English communication (written and spoken)
Confidentiality with sensitive data
Can work independently with minimal supervision
Comfortable with repeating routines but also open to improving systems

Work Hours:
Part-time or full-time
Ideally overlap with Australian business hours (AEST), at least 3 hours per day
Flexibility available for the right candidate

How to Apply:
Please send the following:
A short video (1–2 minutes) introducing yourself and explaining why you’re a great fit for this role
Your resume or summary of experience
Screenshots or links to previous work (Google Sheets, dashboards, reports – anonymised is fine)",https://www.onlinejobs.ph/jobseekers/job/Dental-Data-Revenue-Analyst-1421904
"Jul 13, 2025","['Data Analyst', 'Analyst', 'Medical']",Any,800,20,"Please apply here: ----------

Job Description
This is a remote, part-time role in medical data annotation. You'll interpret medical tables such as clinical trial results, lab reports, and treatment comparisons. You'll write problem sets and explanations to help train medical reasoning in AI systems.

Why Apply
Contribute to safer, smarter AI in healthcare
Competitive per-task compensation
Work from anywhere, on your schedule

Responsibilities
Write explanations based on clinical or lab-based data
Generate instruction-based reasoning to evaluate medical tables
Follow a high standard of accuracy and documentation

Required Qualifications
Ability to interpret medical tables and statistical results
Familiarity with medical terminology and study design
Excited to improve the future of AI applications

Preferred Qualifications
Prior experience in clinical research, biostatistics, or medicine
Understanding of FDA documentation and trial structure
Degree in Medicine, Biology, Public Health, or similar field",https://www.onlinejobs.ph/jobseekers/job/Medical-Data-Analyst-1421374
"Jul 3, 2025","['Finance', 'Data Analyst', 'Analyst', 'Operations', 'Operations']",Full Time,$950-$1000 USD per month,40,"We are looking for a **meticulous, data-driven, and highly organised Personal Assistant** to support our Head of Finance and Operations in a full-time remote role. This position is open to applicants who possess an analytical mindset, have high attention to detail, and are proactive in improving processes and eliminating errors. If you're someone who thrives on data integrity, compliance, systems, and SOPs – we want to hear from you.

PLEASE READ THE FOLLOWING BRIEF CAREFULLY AND ONLY APPLY IF YOU THINK YOU TRULY HAVE WHAT IT TAKES.
ALL APPLICATIONS MUST BE SUBMITTED VIA EMAIL BELOW, do not submit via website or they will not be processed.

Our company is an Australian online business in the female business coaching space. We value collaboration, precision, and accountability, and we’re looking for someone who shares these values and is eager to contribute meaningfully to the growth of our company.

---
YOUR ROLE WILL INVOLVE:

1. Supporting the Head of Finance and Operations in a wide variety of admin, procedural, and analytical tasks.
2. Data analysis across key business metrics, with a focus on identifying inefficiencies, errors, and opportunities for improvement.
3. Creating, improving and maintaining SOPs, workflow systems, and internal compliance documentation.
4. Checking, verifying, and correcting errors in data across systems, processes, reports and communications.
5. Ensuring tasks are carried out to the highest level of accuracy, with proactive spotting and fixing of issues – even ones others miss.
6. Assisting in operational and systems-related projects that contribute to overall business efficiency and performance.
7. Organising and managing workflows and communications for Head of Ops to ensure efficiency

---

MUST-HAVE QUALITIES (Please do not apply unless you are strong in all of the below):

* **EXCEPTIONAL ATTENTION TO DETAIL.**
This role requires extremely low tolerance for error. You must have a track record of high accuracy in data entry, analysis, and reporting. You should be the person catching the mistakes, not making them.

* **HIGHLY EXPERIENCED WITH GOOGLE SHEETS, FORMULAS AND CREATING DATABASES.**
You must have the skills and experience with Google Sheets, understanding formulas and being able to create meaningful and attractive databases to present key metrics. You should know easily know how to calculate and extract important data using formulas.

* **DATA-DRIVEN THINKING.**
You must have the skills to analyse data and extract meaningful insights. This is more than just working with spreadsheets – it's about being able to *interpret* the numbers to influence business strategy and operational decisions.

* **SYSTEMS AND SOP MINDSET.**
You should be confident creating SOPs, identifying gaps in systems, improving workflows, and ensuring compliance is followed across all internal processes.

* **PROACTIVE AND ACCOUNTABLE.**
You take initiative, manage tasks without being micro-managed, and care deeply about doing things correctly and efficiently. You do not wait to be told what to fix – you actively look for what needs fixing.

* **STRONG COMMUNICATION SKILLS.**
You’ll be required to liaise with internal teams and report directly to the Head of Finance and Operations. Strong English skills (spoken and written) are required. Clear, concise and professional communication is non-negotiable.

* **ORGANISED AND HIGHLY RESPONSIBLE.**
You must be capable of handling sensitive company data, meeting deadlines, and juggling multiple tasks without letting any balls drop.

* **HAVE RELIABLE AND STRONG INTERNET CONNECTION AND WORKSTATION.**
You must have your own safe, secure computer/laptop, with reliable internet connection and a workstation that is free from distractions. Confidentiality, security and integrity is extremely important within our company!

* **NO SIDE GIGS OR SECOND JOBS.**
You must be able to provide full dedication and focus on this role. Those who are able to prove themselves within our company as a reliable, loyal and dedicated, hard working tea ---------- mber will be rewarded accordingly.
Please do not apply if you have, or intend to have, other side projects, work, or second employers alongside this role.
---

SKILLS REQUIRED/PREFERRED:

* Experience with **Google Sheets, Excel, Google Suite, Gmail, Google Docs** (Required)
* Strong skills in **data entry, analysis, and reporting** (Required)
* Highly skilled and experienced in working with and creating databases and formulas using GoogleSheets.
* Familiarity with **Slack**, **project management tools** (e.g. ---------- ) (Preferred)
* Experience writing or managing **Standard Operating Procedures (SOPs)** (Required)
* Previous experience with **Go High Level** (Preferred, not essential)
* Experience working in an **online business or coaching environment** (Preferred)

---

WORKING HOURS:

Monday to Friday, **9am to 6pm Australian Sydney time** (with a one-hour lunch break), total 40 hours a week. This may be subject to change.

*Please note: Depending on Daylight Savings, this may be 2–3 hours ahead of Philippine time. Confirm availability before applying.*

---

APPLICATION INSTRUCTIONS:

Please send your complete application to ---------- with the subject line:
Personal Assistant to Head of Finance and Operations

Include ALL of the following:

1. Your **Resume and Cover Letter**
2. A **2–3 minute video** of yourself explaining why you're the perfect fit for this role
3. If shortlisted, be prepared to complete a trial task or answer questions to assess your attention to detail, data analysis skills, and SOP knowledge.

---

We are a close-knit and growing company looking for someone who will take pride in their work, go above and beyond, and become a critical part of our operations. If that sounds like you, we can’t wait to meet you!",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-and-Personal-Assistant-to-Head-of-Finance-and-Operations-1393898
"Jul 3, 2025",['Fractional'],Part Time,$250-300,15,"???? E-Commerce Bookkeeper & Daily Performance Analyst (2h/day – Shopify/Facebook Ads)

Description:
We're looking for a detail-oriented and reliable part-time bookkeeper + data analyst to support our e-commerce business. You'll work directly with the brand owner and supplier via WhatsApp, managing key financial and performance metrics to help us scale efficiently.

This is a remote work requiring about 2-3 hours of work per day (Monday to Sunday). We are looking for someone who takes ownership, works fast, and is highly organized.

???? Responsibilities:

Track and calculate COGS (Cost of Goods Sold) per order, based on the number of items shipped and quantity-based tiered shipping rates.

Accurately calculate Shipping Costs using a fixed matrix (will be provided).

Keep a daily log of Payment Processing Fees per platform (Shopify Payments fees, Usage fees of our softwares, etc.).

Analyze Facebook Ad Spend, extracting 14-day and 30-day Return on Ad Spend (ROAS) metrics.

Prepare and submit a Daily Report that includes:

Net profit of every day

Total revenue by Sales Channels

COGS

Shipping costs

Ad spend

Processing fees

Breakdown of rebills and new orders

Maintain a clean and accurate Google Sheet dashboard.

Communicate in clear English and provide thoughtful insight when needed.

???? Tools You’ll Use:

Shopify (order exports + dashboard access)


Facebook Ads Manager (to check ad spend + ROAS)

Google Sheets (daily tracking)

WhatsApp (group with brand owner and supplier)

???? Requirements:

Strong attention to detail and ability to work with numbers quickly and accurately

Experience in e-commerce or digital advertising analytics is preferred

Able to interpret raw data and summarize clearly

Fast learner and willing to understand our custom setup

Able to work every day (including weekends) for around 2 hours daily

Trustworthy — handling sensitive business data

Good communicator and responsive on WhatsApp

???? Access Provided:


Facebook Ads Manager access (read-only)

Shopify admin or staff account

Shipping cost matrix & COGS tiers

Historical sheets to build from

???? Time Commitment:
~2-3 hours daily (can be done on your own schedule but must submit report by fixed time each day)

???? Payment:
To be discussed based on experience — can be paid bi-weekly and then monthly.

If you're a numbers nerd who loves systems and making sense of data — this is for you. Apply now with examples of similar work or a short explanation of why you’re a great fit.",https://www.onlinejobs.ph/jobseekers/job/Fractional-Accountant-1413209
"Jul 2, 2025","['Analyst', 'Labeling ']",Full Time,N/A,40,"About Us
We are a fast-growing data services agency that helps companies build high-quality labeled datasets for machine learning and AI. Our clients come from industries like construction tech, healthcare, autonomous systems, and e-commerce. We focus on accuracy, privacy, and long-term partnerships.

We're currently looking for a Data Labeling Analyst to join our remote team. This is a contractor role with flexible hours (20–40 hrs/week) and long-term potential.

What You'll Be Doing:
-Label data across formats like images, video, documents, 3D point clouds, and time-series (e.g. sensor or medical data)
-Use labeling tools like Labelbox, Roboflow, CVAT, SuperAnnotate, Kili, and others
-Follow detailed labeling guidelines and flag any unclear or edge-case examples
-Update task status and progress using Google Sheets
-Communicate regularly using Slack and Google Workspace (Docs, Drive, Calendar)
-Handle all data with full confidentiality and respect for data privacy
-Participate in QA reviews and rework annotations if necessary

What We’re Looking For:
-3+ years of data labeling or related experience
-Familiarity with 2+ tools (e.g., Labelbox, Roboflow, CVAT, Label Studio, SuperAnnotate)
-Strong skills in Google Sheets (filters, formulas, organization)
-Experience using Slack and GSuite
-Can follow detailed instructions and meet quality/volume expectations
-Excellent written English and communication skills
-Understands how to handle confidential or sensitive data
-Stable internet and dedicated workspace
-Available 20–40 hours/week with long-term commitment

Bonus (Not Required):
-Experience labeling blueprints, LiDAR, EKG/medical data, or legal/technical content
-QA experience or familiarity with golden set / benchmark datasets
-Background in architecture, healthcare, engineering, or quality control
-Experience using Notion, ClickUp, or Airtable

Compensation & Benefits:
-Monthly pay: $400–$600 USD, depending on experience and performance
-13th-month bonus after 6 months
-Unpaid time off for local holidays/personal days (with prior notice)
-No internet/electricity stipend provided
-Performance-based raises and promotion opportunities

How to Apply:
Please send:
1.Your resume (PDF or link)
2.A 5-minute video (Loom, Google Drive, Dropbox, or unlisted YouTube link) where you:
-Explain your experience with data labeling
-List the tools you’ve used and which types of data you’ve worked on
-Share your experience with spreadsheets, Slack, and communication tools
-Describe how you handle data privacy and edge cases

Shortlisted candidates will receive a test task. Looking forward to working with you!",https://www.onlinejobs.ph/jobseekers/job/HIRING-Data-Labeling-Analyst-Remote-2040-hrsweek-Long-Term-Work-1411692
"Jul 1, 2025","['Analyst', 'Annotation']",Full Time,N/A,40,"About Us
We are a fast-growing data services agency that helps companies build high-quality labeled datasets for machine learning and AI. Our clients come from industries like construction tech, healthcare, autonomous systems, and e-commerce. We focus on accuracy, privacy, and long-term partnerships.

We're currently looking for a Data Labeling Analyst to join our remote team. This is a contractor role with flexible hours (20–40 hrs/week) and long-term potential.

What You'll Be Doing:
-Label data across formats like images, video, documents, 3D point clouds, and time-series (e.g. sensor or medical data)
-Use labeling tools like Labelbox, Roboflow, CVAT, SuperAnnotate, Kili, and others
-Follow detailed labeling guidelines and flag any unclear or edge-case examples
-Update task status and progress using Google Sheets
-Communicate regularly using Slack and Google Workspace (Docs, Drive, Calendar)
-Handle all data with full confidentiality and respect for data privacy
-Participate in QA reviews and rework annotations if necessary

What We’re Looking For:
-3+ years of data labeling or related experience
-Familiarity with 2+ tools (e.g., Labelbox, Roboflow, CVAT, Label Studio, SuperAnnotate)
-Strong skills in Google Sheets (filters, formulas, organization)
-Experience using Slack and GSuite
-Can follow detailed instructions and meet quality/volume expectations
-Excellent written English and communication skills
-Understands how to handle confidential or sensitive data
-Stable internet and dedicated workspace
-Available 20–40 hours/week with long-term commitment

Bonus (Not Required):
-Experience labeling blueprints, LiDAR, EKG/medical data, or legal/technical content
-QA experience or familiarity with golden set / benchmark datasets
-Background in architecture, healthcare, engineering, or quality control
-Experience using Notion, ClickUp, or Airtable

Compensation & Benefits:
-Monthly pay: $300–$600 USD, depending on experience and performance
-13th-month bonus after 6 months
-Unpaid time off for local holidays/personal days (with prior notice)
-No internet/electricity stipend provided
-Performance-based raises and promotion opportunities

How to Apply:
Please send:
1.Your resume (PDF or link)
2.A 5-minute video (Loom, Google Drive, Dropbox, or unlisted YouTube link) where you:
-Explain your experience with data labeling
-List the tools you’ve used and which types of data you’ve worked on
-Share your experience with spreadsheets, Slack, and communication tools
-Describe how you handle data privacy and edge cases

Shortlisted candidates will receive a test task. Looking forward to working with you!",https://www.onlinejobs.ph/jobseekers/job/HIRING-Data-Annotation-Analyst-Remote-2040-hrsweek-Long-Term-Work-1411867
"Jun 18, 2025","['Marketing', 'Market']",Gig,500,10,"E-commerce Data Analyst (MailChimp + Python + AI Segmentation)

???? Project Brief:
We’re looking for a smart, fast and experienced data analyst to help segment a large e-commerce dataset (~50,000 orders) for use in MailChimp – and to prepare the data for a future switch to Shopify + Klaviyo.

The dataset is exported from Drupal Commerce and contains raw customer and order data. You will clean, enrich and segment the data using Python and AI (e.g. name-based gender detection, interest mapping via product categories, etc.).

The final deliverable must be fully compatible with MailChimp merge fields, tags and audience segmentation, and structurally future-proof for Klaviyo properties and flows.

You MUST have experience with:

MailChimp audience setup (merge fields, tags, groups, imports)

Python (Pandas) for data transformation

AI tools or APIs (e.g. Genderize, OpenAI, name/interest prediction)

Working with e-commerce data (orders, customers, products)

Preparing for Klaviyo migration (custom fields, property mapping)

Bonus: Drupal or Shopify familiarity

???? You will extract the following 7 segmentation fields per contact:

Gender – via first name and/or products ordered

Language preference – inferred via postal code or metadata

Birth year or estimated age

Customer type – first-time, repeat, gift buyer, etc.

Total order value

Order frequency / repeat rate

Main product interest – e.g. BDSM, lingerie, solo toys, couples, etc.

???? Deliverables:

Cleaned CSV/Excel file ready for import in MailChimp (with all merge fields)

Clear documentation of segmentation logic

All Python/AI scripts used for transformation

Fields and structure that will integrate smoothly into Klaviyo later

(Optional) short summary of data patterns or insights

???? Deadline:
? This project must be completed within 7 days after data delivery.

???? Fixed project price:
Please apply with your total project price for this task.

We will only consider fixed-price offers (no hourly rates).",https://www.onlinejobs.ph/jobseekers/job/Data-and-Marketing-analysis-1402796
"Jun 16, 2025","['User Acquisition', 'Data Analyst', 'Analyst']",Full Time,"Php 45,000 - Php 160,000",40,"Job Title: Data Analyst – User Acquisition - ASEAN
Location: Manila, Philippines
Department: Marketing / Growth
Reports to: Regional Lead



About the Role:

We’re looking for a sharp and motivated Data Analyst to join our User Acquisition (UA) team in the ASEAN region. This role is perfect for someone with strong analytical instincts and a passion for marketing performance data. You’ll help track key campaign metrics, support cohort analysis, and provide insights that fuel growth across platforms like TikTok, Meta, and Google.

You’ll work alongside UA campaign managers, contributing directly to the optimization of regional marketing spend and strategy.



Key Responsibilities:

Performance Tracking & Reporting

Monitor and report on core UA KPIs such as CPI (Cost Per Install), IPM (Installs Per Mille), CTR (Click-Through Rate), and CVR (Conversion Rate) across ASEAN campaigns.
Maintain daily dashboards and performance reports for internal stakeholders and cross-functional teams.
Assist in cohort analysis and retention funnel tracking in collaboration with campaign strategists.
Flag anomalies or unexpected performance trends and assist in root cause investigation.

Data Analysis & Insights

Help analyze user acquisition performance across platforms (TikTok, Meta, Google UAC) to identify trends, creative winners, and underperforming segments.
Support A/B test evaluations for creatives, targeting strategies, and landing page experiments.
Contribute to campaign post-mortems and help translate data into actionable insights for the creative and media teams.

Team Support & Collaboration

Work closely with the UA team to provide timely data support for campaign launches and performance reviews.
Collaborate with other regional teams to ensure accurate campaign tracking and data tagging.
Maintain documentation of campaign metrics, reporting processes, and tool usage.


Requirements:

2–4 years of experience in data analysis, digital marketing analytics, or a related field (internships welcome).
Proficiency in Excel/Google Sheets, with strong skills in pivot tables, lookups, and charts.
Familiarity with data visualization tools (e.g., Looker, Tableau, Power BI).
Basic knowledge of SQL.
Comfortable working with campaign data from platforms like TikTok Ads, Meta Ads Manager, and Google UAC.
Detail-oriented with strong communication and problem-solving skills.


Nice to Have:

Background in Games and Entertainment or Educational industries.
Experience working with mobile marketing metrics or in a growth/UA team.
Understanding of attribution tools (AppsFlyer, Adjust, Singular).
Exposure to cohort-based reporting and mobile app KPIs (Day 1/7/30 retention, LTV, ROAS).
Ability to visualize and present findings in a clear, actionable way.


What We Offer:

Hands-on experience in a fast-growing User Acquisition team with real impact on marketing performance.
Exposure to high-scale ad platforms and growth strategies.
Mentorship from senior growth and marketing leaders.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-User-Acquisition-ASEAN-1400715
"Jun 10, 2025","['Data Analyst', 'Analyst']",Full Time,"70,000-80,000 Php",40,"Gelatissimo, Australia's largest gelato chain, is looking for a full-time Data Analyst for our Australian business, reporting to the Finance Manager.

Key Responsibilities:
• Build Weekly Power BI Dashboards: Develop and maintain dashboards to visualize key business metrics.
• Utilize Power Query for Data Processing: Clean, transform, and optimize data pipelines using Power Query.
• Data Analysis & Reporting: Analyze business performance, sales trends, and financial data to support strategic decision-making.
• Ensure Data Accuracy & Integrity: Maintain quality control measures to ensure consistency in reports and analytics.
• Collaborate with Teams: Work closely with finance, operations, and leadership teams to provide actionable insights.

Requirements:
• Proven experience as a Data Analyst or in a similar role.
• Proficiency in Power BI and Power Query.
• With proven ability in building complex dashboard for Manufacturing and FMCG businesses.
• Strong analytical and problem-solving skills.
• Ability to manage large datasets and extract meaningful insights.
• Excellent communication and reporting skills.
• Strong attention to detail and highly organized
• Ability to work independently and collaboratively within a remote team.
• Strong references from previous employers
• Can start immediately

Why you will love working with us:
• Competitive Salary
• Early Shift & Work-Life Balance
• Fully Remote
• Amazing and Fun Team

To apply please respond to this ad with answers to the questions below (without the use of ChatGPT/AI):

1. An external link to your CV (important)
2. Explain why this job interests you
3. Provide a dashboard or portfolio that you have done in the past
4. Outline your experience in Data Analyst and Power BI",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1396678
"Jun 10, 2025","['Data Analyst', 'Analyst']",Full Time,"Php 70,000-80,000/month",40,"Gelatissimo, Australia's largest gelato chain, is looking for a full-time Data Analyst for our Australian business, reporting to the Finance Manager.

Key Responsibilities:
• Build Weekly Power BI Dashboards: Develop and maintain dashboards to visualize key business metrics.
• Utilize Power Query for Data Processing: Clean, transform, and optimize data pipelines using Power Query.
• Data Analysis & Reporting: Analyze business performance, sales trends, and financial data to support strategic decision-making.
• Ensure Data Accuracy & Integrity: Maintain quality control measures to ensure consistency in reports and analytics.
• Collaborate with Teams: Work closely with finance, operations, and leadership teams to provide actionable insights.

Requirements:
• Proven experience as a Data Analyst or in a similar role.
• Proficiency in Power BI and Power Query.
• Strong analytical and problem-solving skills.
• Ability to manage large datasets and extract meaningful insights.
• Excellent communication and reporting skills.
• Strong attention to detail and highly organized
• Ability to work independently and collaboratively within a remote team.
• Strong references from previous employers

Why you will love working with us:
• Competitive Salary
• Early Shift & Work-Life Balance
• Fully Remote
• Amazing and Fun Team

To apply please respond to this ad with answers to the questions below (without the use of ChatGPT/AI):

1. An external link to your CV (important)
2. Explain why this job interests you
3. Provide a dashboard or portfolio that you have done in the past
4. Outline your experience in Data Analyst and Power BI",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1386428
